aqi,pm2_5,pm10,co,no,no2,o3,so2,nh3,hour,day_of_week,month,aqi_lag_1h,pm2_5_lag_1h,pm10_lag_1h,co_lag_1h,no_lag_1h,no2_lag_1h,o3_lag_1h,so2_lag_1h,nh3_lag_1h
2,2.94,3.85,554.08,0.29,6.34,66.52,6.32,2.88,8.0,3.0,11.0,1.0,8.02,9.94,277.04,0.92,6.94,59.37,3.99,1.06
2,2.68,3.5,540.73,0.25,6.43,63.66,6.38,2.82,9.0,3.0,11.0,2.0,2.94,3.85,554.08,0.29,6.34,66.52,6.32,2.88
1,4.57,5.84,607.49,0.27,11.31,55.79,9.42,4.02,10.0,3.0,11.0,2.0,2.68,3.5,540.73,0.25,6.43,63.66,6.38,2.82
1,8.8,11.1,747.68,0.37,21.08,42.92,12.99,6.14,11.0,3.0,11.0,1.0,4.57,5.84,607.49,0.27,11.31,55.79,9.42,4.02
2,13.29,16.78,907.9,0.24,33.59,29.33,15.14,8.23,12.0,3.0,11.0,1.0,8.8,11.1,747.68,0.37,21.08,42.92,12.99,6.14
2,18.79,23.79,1054.76,0.16,42.16,19.85,17.4,9.88,13.0,3.0,11.0,2.0,13.29,16.78,907.9,0.24,33.59,29.33,15.14,8.23
3,27.55,34.65,1228.33,0.39,44.55,13.41,19.55,10.64,14.0,3.0,11.0,2.0,18.79,23.79,1054.76,0.16,42.16,19.85,17.4,9.88
3,35.94,44.73,1348.5,0.63,43.18,9.57,19.55,9.63,15.0,3.0,11.0,3.0,27.55,34.65,1228.33,0.39,44.55,13.41,19.55,10.64
3,47.52,59.58,1522.06,2.04,41.81,4.78,18.6,9.63,16.0,3.0,11.0,3.0,35.94,44.73,1348.5,0.63,43.18,9.57,19.55,9.63
4,66.04,83.13,1789.09,7.6,40.78,0.56,19.31,11.78,17.0,3.0,11.0,3.0,47.52,59.58,1522.06,2.04,41.81,4.78,18.6,9.63
5,78.34,97.08,1976.01,14.19,38.73,0.04,19.55,13.81,18.0,3.0,11.0,4.0,66.04,83.13,1789.09,7.6,40.78,0.56,19.31,11.78
5,82.56,99.92,1976.01,16.32,38.39,0.01,19.31,15.83,19.0,3.0,11.0,5.0,78.34,97.08,1976.01,14.19,38.73,0.04,19.55,13.81
5,82.45,98.18,1922.61,14.31,37.01,0.02,19.79,17.73,20.0,3.0,11.0,5.0,82.56,99.92,1976.01,16.32,38.39,0.01,19.31,15.83
5,77.8,92.16,1789.09,11.29,35.3,0.04,19.55,19.51,21.0,3.0,11.0,5.0,82.45,98.18,1922.61,14.31,37.01,0.02,19.79,17.73
4,71.48,84.71,1642.23,9.05,32.56,0.07,19.07,21.28,22.0,3.0,11.0,5.0,77.8,92.16,1789.09,11.29,35.3,0.04,19.55,19.51
4,69.13,80.87,1562.12,8.61,29.47,0.07,18.36,21.53,23.0,3.0,11.0,4.0,71.48,84.71,1642.23,9.05,32.56,0.07,19.07,21.28
4,69.42,80.72,1548.77,9.95,26.73,0.05,18.12,20.77,0.0,4.0,11.0,4.0,69.13,80.87,1562.12,8.61,29.47,0.07,18.36,21.53
4,73.82,85.83,1642.23,16.32,25.02,0.01,18.6,19.25,1.0,4.0,11.0,4.0,69.42,80.72,1548.77,9.95,26.73,0.05,18.12,20.77
5,90.15,107.43,2029.42,35.32,24.33,0.11,22.17,19.51,2.0,4.0,11.0,4.0,73.82,85.83,1642.23,16.32,25.02,0.01,18.6,19.25
5,109.67,132.8,2483.37,61.69,25.36,0.84,25.75,19.51,3.0,4.0,11.0,5.0,90.15,107.43,2029.42,35.32,24.33,0.11,22.17,19.51
5,82.07,97.28,2029.42,36.21,37.36,4.07,28.85,13.55,4.0,4.0,11.0,5.0,109.67,132.8,2483.37,61.69,25.36,0.84,25.75,19.51
4,51.66,60.55,1522.06,11.18,40.1,16.81,25.99,10.26,5.0,4.0,11.0,5.0,82.07,97.28,2029.42,36.21,37.36,4.07,28.85,13.55
2,24.8,29.4,1041.41,2.46,25.7,43.27,20.03,8.36,6.0,4.0,11.0,4.0,51.66,60.55,1522.06,11.18,40.1,16.81,25.99,10.26
2,7.65,9.45,674.25,0.29,11.65,72.96,11.21,4.43,7.0,4.0,11.0,2.0,24.8,29.4,1041.41,2.46,25.7,43.27,20.03,8.36
1,6.23,9.25,293.73,0.04,8.65,45.06,4.89,2.53,8.0,0.0,9.0,2.0,7.65,9.45,674.25,0.29,11.65,72.96,11.21,4.43
1,5.82,8.55,310.42,0.06,9.68,42.2,5.01,2.6,9.0,0.0,9.0,1.0,6.23,9.25,293.73,0.04,8.65,45.06,4.89,2.53
1,6.92,9.6,317.1,0.18,10.88,36.48,4.71,2.47,10.0,0.0,9.0,1.0,5.82,8.55,310.42,0.06,9.68,42.2,5.01,2.6
2,12.9,16.25,403.88,0.57,18.34,25.03,6.2,2.6,11.0,0.0,9.0,1.0,6.92,9.6,317.1,0.18,10.88,36.48,4.71,2.47
2,20.69,24.79,534.06,0.96,28.1,14.48,8.82,2.69,12.0,0.0,9.0,2.0,12.9,16.25,403.88,0.57,18.34,25.03,6.2,2.6
3,25.57,30.39,607.49,0.77,32.56,9.39,10.01,2.82,13.0,0.0,9.0,2.0,20.69,24.79,534.06,0.96,28.1,14.48,8.82,2.69
3,28.97,34.72,620.84,0.57,32.22,8.49,10.61,2.88,14.0,0.0,9.0,3.0,25.57,30.39,607.49,0.77,32.56,9.39,10.01,2.82
3,30.14,36.28,600.81,0.41,31.19,9.3,10.25,2.79,15.0,0.0,9.0,3.0,28.97,34.72,620.84,0.57,32.22,8.49,10.61,2.88
3,29.1,35.53,587.46,0.36,28.45,10.01,8.94,3.17,16.0,0.0,9.0,3.0,30.14,36.28,600.81,0.41,31.19,9.3,10.25,2.79
3,27.15,34.26,587.46,0.43,25.7,9.39,7.45,3.74,17.0,0.0,9.0,3.0,29.1,35.53,587.46,0.36,28.45,10.01,8.94,3.17
2,22.66,29.18,540.73,0.39,22.28,9.57,5.9,3.74,18.0,0.0,9.0,3.0,27.15,34.26,587.46,0.43,25.7,9.39,7.45,3.74
2,17.29,21.81,467.3,0.2,17.99,11.8,4.71,3.45,19.0,0.0,9.0,2.0,22.66,29.18,540.73,0.39,22.28,9.57,5.9,3.74
2,14.82,18.25,427.25,0.09,14.22,13.95,4.71,3.67,20.0,0.0,9.0,2.0,17.29,21.81,467.3,0.2,17.99,11.8,4.71,3.45
2,14.28,17.34,417.23,0.07,12.17,14.66,5.13,4.05,21.0,0.0,9.0,2.0,14.82,18.25,427.25,0.09,14.22,13.95,4.71,3.67
2,13.9,16.76,397.21,0.05,10.37,16.09,5.25,4.02,22.0,0.0,9.0,2.0,14.28,17.34,417.23,0.07,12.17,14.66,5.13,4.05
2,13.4,16.06,367.16,0.03,8.83,18.95,5.01,3.39,23.0,0.0,9.0,2.0,13.9,16.76,397.21,0.05,10.37,16.09,5.25,4.02
2,13.08,15.68,343.8,0.02,8.65,21.82,5.07,2.88,0.0,1.0,9.0,2.0,13.4,16.06,367.16,0.03,8.83,18.95,5.01,3.39
2,13.15,16.29,350.48,0.05,11.31,21.99,5.84,2.94,1.0,1.0,9.0,2.0,13.08,15.68,343.8,0.02,8.65,21.82,5.07,2.88
2,15.02,19.84,407.22,0.28,17.14,16.27,7.21,3.48,2.0,1.0,9.0,2.0,13.15,16.29,350.48,0.05,11.31,21.99,5.84,2.94
2,16.62,22.86,433.92,0.89,20.73,12.52,8.23,3.67,3.0,1.0,9.0,2.0,15.02,19.84,407.22,0.28,17.14,16.27,7.21,3.48
2,17.2,23.51,433.92,1.58,19.88,14.66,9.42,3.74,4.0,1.0,9.0,2.0,16.62,22.86,433.92,0.89,20.73,12.52,8.23,3.67
2,16.96,22.97,427.25,1.15,19.36,16.09,10.13,3.96,5.0,1.0,9.0,2.0,17.2,23.51,433.92,1.58,19.88,14.66,9.42,3.74
2,15.85,21.52,407.22,0.75,18.68,18.06,10.01,4.02,6.0,1.0,9.0,2.0,16.96,22.97,427.25,1.15,19.36,16.09,10.13,3.96
2,13.05,17.62,367.16,0.94,14.22,26.46,7.99,3.32,7.0,1.0,9.0,2.0,15.85,21.52,407.22,0.75,18.68,18.06,10.01,4.02
2,10.26,13.2,353.81,1.09,12.85,18.95,4.47,2.12,8.0,0.0,6.0,2.0,13.05,17.62,367.16,0.94,14.22,26.46,7.99,3.32
1,9.51,11.96,337.12,0.78,11.31,24.68,4.11,1.92,9.0,0.0,6.0,2.0,10.26,13.2,353.81,1.09,12.85,18.95,4.47,2.12
1,8.03,10.07,310.42,0.92,8.74,30.04,3.31,1.66,10.0,0.0,6.0,1.0,9.51,11.96,337.12,0.78,11.31,24.68,4.11,1.92
1,8.17,10.24,313.76,0.66,9.94,27.89,3.34,1.73,11.0,0.0,6.0,1.0,8.03,10.07,310.42,0.92,8.74,30.04,3.31,1.66
1,8.88,11.12,330.45,0.64,11.65,25.75,3.87,1.87,12.0,0.0,6.0,1.0,8.17,10.24,313.76,0.66,9.94,27.89,3.34,1.73
2,10.24,12.89,350.48,0.34,13.19,23.6,4.77,2.06,13.0,0.0,6.0,1.0,8.88,11.12,330.45,0.64,11.65,25.75,3.87,1.87
2,12.62,15.97,373.84,0.06,14.05,22.17,5.42,2.12,14.0,0.0,6.0,2.0,10.24,12.89,350.48,0.34,13.19,23.6,4.77,2.06
2,14.01,17.77,380.52,0.03,14.05,22.89,5.48,2.09,15.0,0.0,6.0,2.0,12.62,15.97,373.84,0.06,14.05,22.17,5.42,2.12
2,13.78,17.48,383.85,0.03,13.54,22.17,5.48,2.25,16.0,0.0,6.0,2.0,14.01,17.77,380.52,0.03,14.05,22.89,5.48,2.09
2,11.66,15.02,360.49,0.05,12.0,19.85,4.71,2.18,17.0,0.0,6.0,2.0,13.78,17.48,383.85,0.03,13.54,22.17,5.48,2.25
1,8.18,10.68,313.76,0.05,9.34,19.13,3.7,1.88,18.0,0.0,6.0,2.0,11.66,15.02,360.49,0.05,12.0,19.85,4.71,2.18
1,5.2,6.75,267.03,0.02,6.17,22.17,2.92,1.61,19.0,0.0,6.0,1.0,8.18,10.68,313.76,0.05,9.34,19.13,3.7,1.88
1,4.08,5.32,247.0,0.01,4.07,26.11,2.86,1.57,20.0,0.0,6.0,1.0,5.2,6.75,267.03,0.02,6.17,22.17,2.92,1.61
1,3.9,5.1,240.33,0.01,3.3,28.61,3.01,1.54,21.0,0.0,6.0,1.0,4.08,5.32,247.0,0.01,4.07,26.11,2.86,1.57
1,3.89,5.2,233.65,0.0,2.96,29.33,2.95,1.5,22.0,0.0,6.0,1.0,3.9,5.1,240.33,0.01,3.3,28.61,3.01,1.54
1,3.76,5.24,236.99,0.01,3.04,28.97,3.13,1.57,23.0,0.0,6.0,1.0,3.89,5.2,233.65,0.0,2.96,29.33,2.95,1.5
1,3.73,5.44,247.0,0.01,3.68,27.89,3.49,1.68,0.0,1.0,6.0,1.0,3.76,5.24,236.99,0.01,3.04,28.97,3.13,1.57
1,4.41,6.91,270.37,0.03,5.57,25.39,4.17,2.03,1.0,1.0,6.0,1.0,3.73,5.44,247.0,0.01,3.68,27.89,3.49,1.68
1,4.93,8.6,297.07,0.17,7.8,21.99,4.35,2.34,2.0,1.0,6.0,1.0,4.41,6.91,270.37,0.03,5.57,25.39,4.17,2.03
1,4.22,8.01,297.07,0.51,7.8,21.99,3.87,2.22,3.0,1.0,6.0,1.0,4.93,8.6,297.07,0.17,7.8,21.99,4.35,2.34
1,3.47,6.5,280.38,0.21,6.94,23.25,3.46,1.96,4.0,1.0,6.0,1.0,4.22,8.01,297.07,0.51,7.8,21.99,3.87,2.22
1,3.77,6.78,277.04,0.12,6.68,23.6,3.46,1.96,5.0,1.0,6.0,1.0,3.47,6.5,280.38,0.21,6.94,23.25,3.46,1.96
1,4.33,7.19,273.7,0.11,7.11,24.32,3.61,1.9,6.0,1.0,6.0,1.0,3.77,6.78,277.04,0.12,6.68,23.6,3.46,1.96
1,5.25,7.78,280.38,0.13,8.05,25.39,4.17,1.87,7.0,1.0,6.0,1.0,4.33,7.19,273.7,0.11,7.11,24.32,3.61,1.9
2,15.98,18.27,317.1,0.73,3.51,85.83,7.15,2.15,8.0,6.0,1.0,1.0,5.25,7.78,280.38,0.13,8.05,25.39,4.17,1.87
2,13.78,16.15,297.07,0.63,3.13,83.68,5.25,2.09,9.0,6.0,1.0,2.0,15.98,18.27,317.1,0.73,3.51,85.83,7.15,2.15
2,11.87,14.36,283.72,0.64,3.17,75.82,3.93,2.25,10.0,6.0,1.0,2.0,13.78,16.15,297.07,0.63,3.13,83.68,5.25,2.09
2,12.4,14.99,293.73,0.71,3.94,69.38,3.49,2.47,11.0,6.0,1.0,2.0,11.87,14.36,283.72,0.64,3.17,75.82,3.93,2.25
2,17.11,20.08,317.1,0.44,5.44,73.67,3.73,2.75,12.0,6.0,1.0,2.0,12.4,14.99,293.73,0.71,3.94,69.38,3.49,2.47
2,23.68,27.72,357.15,0.05,7.88,79.39,4.83,3.86,13.0,6.0,1.0,2.0,17.11,20.08,317.1,0.44,5.44,73.67,3.73,2.75
3,28.07,33.97,387.19,0.0,9.17,77.96,5.84,5.7,14.0,6.0,1.0,2.0,23.68,27.72,357.15,0.05,7.88,79.39,4.83,3.86
3,27.9,35.0,390.53,0.0,9.08,71.53,6.32,6.84,15.0,6.0,1.0,3.0,28.07,33.97,387.19,0.0,9.17,77.96,5.84,5.7
3,29.42,38.61,460.62,0.0,13.02,56.51,7.57,9.75,16.0,6.0,1.0,3.0,27.9,35.0,390.53,0.0,9.08,71.53,6.32,6.84
3,32.97,45.28,567.44,0.0,18.68,39.34,8.58,13.05,17.0,6.0,1.0,3.0,29.42,38.61,460.62,0.0,13.02,56.51,7.57,9.75
3,33.16,46.77,600.81,0.02,21.59,28.25,7.99,14.31,18.0,6.0,1.0,3.0,32.97,45.28,567.44,0.0,18.68,39.34,8.58,13.05
3,32.25,45.45,587.46,0.05,21.76,22.35,7.21,14.69,19.0,6.0,1.0,3.0,33.16,46.77,600.81,0.02,21.59,28.25,7.99,14.31
3,36.89,51.05,654.22,0.12,23.31,15.74,8.58,16.72,20.0,6.0,1.0,3.0,32.25,45.45,587.46,0.05,21.76,22.35,7.21,14.69
3,44.63,60.64,767.71,0.34,25.02,8.94,10.49,19.25,21.0,6.0,1.0,3.0,36.89,51.05,654.22,0.12,23.31,15.74,8.58,16.72
4,51.32,68.71,847.82,0.76,25.7,4.65,11.8,21.79,22.0,6.0,1.0,3.0,44.63,60.64,767.71,0.34,25.02,8.94,10.49,19.25
4,55.9,74.48,894.55,1.41,25.7,2.59,12.76,24.07,23.0,6.0,1.0,4.0,51.32,68.71,847.82,0.76,25.7,4.65,11.8,21.79
4,61.29,81.3,961.3,2.96,26.39,1.22,14.07,25.84,0.0,0.0,1.0,4.0,55.9,74.48,894.55,1.41,25.7,2.59,12.76,24.07
4,71.27,94.11,1134.87,9.05,27.08,0.22,16.45,27.11,1.0,0.0,1.0,4.0,61.29,81.3,961.3,2.96,26.39,1.22,14.07,25.84
5,89.79,117.81,1495.36,25.48,27.08,0.01,18.6,26.6,2.0,0.0,1.0,4.0,71.27,94.11,1134.87,9.05,27.08,0.22,16.45,27.11
5,102.8,133.95,1815.8,44.26,26.39,1.61,19.07,24.57,3.0,0.0,1.0,5.0,89.79,117.81,1495.36,25.48,27.08,0.01,18.6,26.6
5,115.12,144.49,2029.42,50.07,29.13,7.24,21.7,22.8,4.0,0.0,1.0,5.0,102.8,133.95,1815.8,44.26,26.39,1.61,19.07,24.57
5,124.83,153.05,2109.53,38.44,42.5,22.17,25.03,20.52,5.0,0.0,1.0,5.0,115.12,144.49,2029.42,50.07,29.13,7.24,21.7,22.8
5,131.18,158.58,1949.31,19.0,53.47,67.95,26.46,16.97,6.0,0.0,1.0,5.0,124.83,153.05,2109.53,38.44,42.5,22.17,25.03,20.52
3,35.44,44.64,594.14,3.02,14.57,110.15,22.17,5.64,7.0,0.0,1.0,5.0,131.18,158.58,1949.31,19.0,53.47,67.95,26.46,16.97
3,45.16,59.51,370.5,0.31,4.33,134.47,8.7,3.2,8.0,4.0,3.0,3.0,35.44,44.64,594.14,3.02,14.57,110.15,22.17,5.64
3,46.39,60.27,377.18,0.3,4.8,137.33,9.18,3.23,9.0,4.0,3.0,3.0,45.16,59.51,370.5,0.31,4.33,134.47,8.7,3.2
3,45.82,59.56,367.16,0.25,4.71,134.47,8.34,3.13,10.0,4.0,3.0,3.0,46.39,60.27,377.18,0.3,4.8,137.33,9.18,3.23
3,44.95,58.71,360.49,0.2,4.76,130.18,6.56,2.98,11.0,4.0,3.0,3.0,45.82,59.56,367.16,0.25,4.71,134.47,8.34,3.13
3,49.17,63.24,387.19,0.11,5.57,137.33,7.03,3.07,12.0,4.0,3.0,3.0,44.95,58.71,360.49,0.2,4.76,130.18,6.56,2.98
4,62.04,77.88,473.98,0.02,9.77,153.06,15.14,4.24,13.0,4.0,3.0,3.0,49.17,63.24,387.19,0.11,5.57,137.33,7.03,3.07
5,81.81,102.35,600.81,0.0,16.28,167.37,33.86,6.14,14.0,4.0,3.0,4.0,62.04,77.88,473.98,0.02,9.77,153.06,15.14,4.24
5,86.84,110.56,647.54,0.0,19.36,154.5,48.64,6.52,15.0,4.0,3.0,5.0,81.81,102.35,600.81,0.0,16.28,167.37,33.86,6.14
5,79.97,104.14,647.54,0.0,20.73,125.89,49.59,7.03,16.0,4.0,3.0,5.0,86.84,110.56,647.54,0.0,19.36,154.5,48.64,6.52
4,72.45,96.82,647.54,0.0,22.62,98.71,46.25,8.23,17.0,4.0,3.0,5.0,79.97,104.14,647.54,0.0,20.73,125.89,49.59,7.03
4,65.85,89.74,627.52,0.0,23.31,80.11,42.92,8.61,18.0,4.0,3.0,4.0,72.45,96.82,647.54,0.0,22.62,98.71,46.25,8.23
4,59.02,81.35,580.79,0.0,20.73,68.66,38.62,8.61,19.0,4.0,3.0,4.0,65.85,89.74,627.52,0.0,23.31,80.11,42.92,8.61
4,53.89,74.84,554.08,0.0,16.79,62.23,34.33,8.87,20.0,4.0,3.0,4.0,59.02,81.35,580.79,0.0,20.73,68.66,38.62,8.61
4,50.94,71.08,547.41,0.0,15.08,57.22,31.95,9.5,21.0,4.0,3.0,4.0,53.89,74.84,554.08,0.0,16.79,62.23,34.33,8.87
3,48.73,67.63,554.08,0.0,14.22,51.5,28.61,10.51,22.0,4.0,3.0,4.0,50.94,71.08,547.41,0.0,15.08,57.22,31.95,9.5
3,47.75,65.85,560.76,0.0,13.88,45.06,23.37,12.03,23.0,4.0,3.0,3.0,48.73,67.63,554.08,0.0,14.22,51.5,28.61,10.51
3,47.97,65.78,580.79,0.0,15.08,38.98,19.07,13.93,0.0,5.0,3.0,3.0,47.75,65.85,560.76,0.0,13.88,45.06,23.37,12.03
4,51.89,71.29,687.6,0.05,21.42,26.82,17.4,16.21,1.0,5.0,3.0,3.0,47.97,65.78,580.79,0.0,15.08,38.98,19.07,13.93
4,59.96,82.75,921.25,2.24,33.24,8.76,18.12,17.48,2.0,5.0,3.0,4.0,51.89,71.29,687.6,0.05,21.42,26.82,17.4,16.21
4,64.97,89.75,1094.82,10.28,35.64,10.19,18.6,16.72,3.0,5.0,3.0,4.0,59.96,82.75,921.25,2.24,33.24,8.76,18.12,17.48
3,48.15,63.85,720.98,2.71,23.65,64.37,18.36,8.87,4.0,5.0,3.0,4.0,64.97,89.75,1094.82,10.28,35.64,10.19,18.6,16.72
3,48.22,63.07,654.22,1.73,17.48,91.55,18.6,8.23,5.0,5.0,3.0,3.0,48.15,63.85,720.98,2.71,23.65,64.37,18.36,8.87
3,48.0,62.19,560.76,0.73,11.48,120.16,17.4,7.22,6.0,5.0,3.0,3.0,48.22,63.07,654.22,1.73,17.48,91.55,18.6,8.23
3,42.7,54.48,387.19,0.23,4.16,125.89,10.01,3.39,7.0,5.0,3.0,3.0,48.0,62.19,560.76,0.73,11.48,120.16,17.4,7.22
4,62.83,71.24,460.62,0.49,4.67,157.36,13.47,5.83,8.0,6.0,2.0,3.0,42.7,54.48,387.19,0.23,4.16,125.89,10.01,3.39
4,62.51,70.86,433.92,0.42,4.33,158.79,12.87,5.19,9.0,6.0,2.0,4.0,62.83,71.24,460.62,0.49,4.67,157.36,13.47,5.83
4,70.76,80.19,554.08,1.12,11.82,150.2,15.74,6.9,10.0,6.0,2.0,4.0,62.51,70.86,433.92,0.42,4.33,158.79,12.87,5.19
5,83.8,95.73,794.41,2.15,27.76,133.04,19.79,10.26,11.0,6.0,2.0,4.0,70.76,80.19,554.08,1.12,11.82,150.2,15.74,6.9
5,91.19,106.14,1014.71,1.75,47.3,107.29,21.93,14.19,12.0,6.0,2.0,5.0,83.8,95.73,794.41,2.15,27.76,133.04,19.79,10.26
5,93.18,111.33,1121.52,0.21,56.21,85.83,22.41,18.24,13.0,6.0,2.0,5.0,91.19,106.14,1014.71,1.75,47.3,107.29,21.93,14.19
5,90.03,109.8,1041.41,0.0,46.61,79.39,18.84,18.24,14.0,6.0,2.0,5.0,93.18,111.33,1121.52,0.21,56.21,85.83,22.41,18.24
5,80.87,99.46,781.06,0.0,29.13,88.69,14.42,15.58,15.0,6.0,2.0,5.0,90.03,109.8,1041.41,0.0,46.61,79.39,18.84,18.24
5,89.78,108.76,761.03,0.0,23.65,87.98,18.36,15.58,16.0,6.0,2.0,5.0,80.87,99.46,781.06,0.0,29.13,88.69,14.42,15.58
5,105.31,127.65,894.55,0.0,28.1,67.95,20.27,17.99,17.0,6.0,2.0,5.0,89.78,108.76,761.03,0.0,23.65,87.98,18.36,15.58
5,112.74,136.61,934.6,0.0,29.82,53.64,18.84,18.49,18.0,6.0,2.0,5.0,105.31,127.65,894.55,0.0,28.1,67.95,20.27,17.99
5,116.62,139.62,894.55,0.0,27.42,47.21,17.4,19.0,19.0,6.0,2.0,5.0,112.74,136.61,934.6,0.0,29.82,53.64,18.84,18.49
5,124.43,147.53,894.55,0.0,25.7,44.35,20.27,22.8,20.0,6.0,2.0,5.0,116.62,139.62,894.55,0.0,27.42,47.21,17.4,19.0
5,132.61,155.99,907.9,0.0,24.68,43.27,24.8,27.61,21.0,6.0,2.0,5.0,124.43,147.53,894.55,0.0,25.7,44.35,20.27,22.8
5,139.94,163.45,907.9,0.0,23.99,42.92,28.37,31.41,22.0,6.0,2.0,5.0,132.61,155.99,907.9,0.0,24.68,43.27,24.8,27.61
5,149.43,173.92,921.25,0.0,23.99,38.62,29.56,32.42,23.0,6.0,2.0,5.0,139.94,163.45,907.9,0.0,23.99,42.92,28.37,31.41
5,162.6,188.76,988.01,0.02,27.08,28.61,27.89,32.17,0.0,0.0,2.0,5.0,149.43,173.92,921.25,0.0,23.99,38.62,29.56,32.42
5,181.48,211.77,1188.28,1.24,36.67,11.62,24.56,31.41,1.0,0.0,2.0,5.0,162.6,188.76,988.01,0.02,27.08,28.61,27.89,32.17
5,205.9,243.54,1615.52,13.86,45.24,0.32,27.66,34.45,2.0,0.0,2.0,5.0,181.48,211.77,1188.28,1.24,36.67,11.62,24.56,31.41
5,222.24,266.98,2029.42,35.32,46.61,1.41,31.47,35.97,3.0,0.0,2.0,5.0,205.9,243.54,1615.52,13.86,45.24,0.32,27.66,34.45
5,232.38,278.74,2349.85,46.04,52.09,8.49,36.72,33.94,4.0,0.0,2.0,5.0,222.24,266.98,2029.42,35.32,46.61,1.41,31.47,35.97
5,227.18,272.2,2323.15,31.74,63.06,30.76,38.15,27.36,5.0,0.0,2.0,5.0,232.38,278.74,2349.85,46.04,52.09,8.49,36.72,33.94
5,195.63,236.22,1869.2,11.4,57.58,98.71,34.33,21.03,6.0,0.0,2.0,5.0,227.18,272.2,2323.15,31.74,63.06,30.76,38.15,27.36
4,53.02,67.1,460.62,0.95,7.63,138.76,13.59,5.19,7.0,0.0,2.0,5.0,195.63,236.22,1869.2,11.4,57.58,98.71,34.33,21.03
1,3.3,4.49,267.03,0.34,7.71,26.82,5.72,1.33,8.0,3.0,7.0,4.0,53.02,67.1,460.62,0.95,7.63,138.76,13.59,5.19
1,2.63,3.61,260.35,0.14,6.77,26.82,4.77,1.2,9.0,3.0,7.0,1.0,3.3,4.49,267.03,0.34,7.71,26.82,5.72,1.33
1,2.0,2.9,257.02,0.09,5.91,23.96,3.87,1.17,10.0,3.0,7.0,1.0,2.63,3.61,260.35,0.14,6.77,26.82,4.77,1.2
1,1.79,2.77,257.02,0.2,5.74,20.21,3.34,1.28,11.0,3.0,7.0,1.0,2.0,2.9,257.02,0.09,5.91,23.96,3.87,1.17
1,1.85,2.89,260.35,0.31,6.0,17.17,2.98,1.31,12.0,3.0,7.0,1.0,1.79,2.77,257.02,0.2,5.74,20.21,3.34,1.28
1,2.06,3.44,263.69,0.27,6.17,15.2,2.92,1.47,13.0,3.0,7.0,1.0,1.85,2.89,260.35,0.31,6.0,17.17,2.98,1.31
1,2.17,3.83,267.03,0.17,5.57,14.84,2.92,1.54,14.0,3.0,7.0,1.0,2.06,3.44,263.69,0.27,6.17,15.2,2.92,1.47
1,2.26,4.04,263.69,0.13,4.88,15.38,2.83,1.49,15.0,3.0,7.0,1.0,2.17,3.83,267.03,0.17,5.57,14.84,2.92,1.54
1,2.68,4.7,270.37,0.13,4.97,15.38,3.31,1.66,16.0,3.0,7.0,1.0,2.26,4.04,263.69,0.13,4.88,15.38,2.83,1.49
1,3.11,5.34,280.38,0.14,5.36,14.66,3.67,1.84,17.0,3.0,7.0,1.0,2.68,4.7,270.37,0.13,4.97,15.38,3.31,1.66
1,3.0,5.0,277.04,0.14,5.44,14.13,3.64,1.8,18.0,3.0,7.0,1.0,3.11,5.34,280.38,0.14,5.36,14.66,3.67,1.84
1,2.63,4.15,257.02,0.1,4.8,14.48,3.46,1.66,19.0,3.0,7.0,1.0,3.0,5.0,277.04,0.14,5.44,14.13,3.64,1.8
1,2.75,4.07,247.0,0.06,4.33,15.02,3.7,1.61,20.0,3.0,7.0,1.0,2.63,4.15,257.02,0.1,4.8,14.48,3.46,1.66
1,2.82,4.0,243.66,0.05,4.46,15.38,4.05,1.55,21.0,3.0,7.0,1.0,2.75,4.07,247.0,0.06,4.33,15.02,3.7,1.61
1,2.67,3.72,236.99,0.04,4.46,16.09,4.05,1.47,22.0,3.0,7.0,1.0,2.82,4.0,243.66,0.05,4.46,15.38,4.05,1.55
1,2.76,3.79,236.99,0.04,4.67,16.45,4.17,1.49,23.0,3.0,7.0,1.0,2.67,3.72,236.99,0.04,4.46,16.09,4.05,1.47
1,3.02,4.13,240.33,0.06,5.27,15.91,4.53,1.57,0.0,4.0,7.0,1.0,2.76,3.79,236.99,0.04,4.67,16.45,4.17,1.49
1,3.73,5.09,263.69,0.17,7.11,13.77,5.25,1.74,1.0,4.0,7.0,1.0,3.02,4.13,240.33,0.06,5.27,15.91,4.53,1.57
1,4.53,6.42,300.41,0.63,9.85,10.55,5.78,1.98,2.0,4.0,7.0,1.0,3.73,5.09,263.69,0.17,7.11,13.77,5.25,1.74
1,4.64,6.71,313.76,1.7,10.02,9.66,6.02,1.96,3.0,4.0,7.0,1.0,4.53,6.42,300.41,0.63,9.85,10.55,5.78,1.98
1,4.4,6.32,303.75,2.37,8.23,11.98,6.14,1.84,4.0,4.0,7.0,1.0,4.64,6.71,313.76,1.7,10.02,9.66,6.02,1.96
1,4.18,5.92,287.06,2.29,6.68,15.38,6.08,1.69,5.0,4.0,7.0,1.0,4.4,6.32,303.75,2.37,8.23,11.98,6.14,1.84
1,3.75,5.23,270.37,1.98,5.91,19.31,5.78,1.49,6.0,4.0,7.0,1.0,4.18,5.92,287.06,2.29,6.68,15.38,6.08,1.69
1,3.39,4.68,260.35,1.56,5.36,23.6,5.07,1.33,7.0,4.0,7.0,1.0,3.75,5.23,270.37,1.98,5.91,19.31,5.78,1.49
