aqi,pm2_5,pm10,co,no,no2,o3,so2,nh3,hour,day_of_week,month,aqi_lag_1h,pm2_5_lag_1h,pm10_lag_1h,co_lag_1h,no_lag_1h,no2_lag_1h,o3_lag_1h,so2_lag_1h,nh3_lag_1h
5,146.19,171.64,2082.82,13.3,108.3,0.13,45.3,46.1,15.0,5.0,11.0,5.0,135.35,156.18,2002.72,15.2,94.59,0.07,41.48,36.98
5,153.36,182.96,2136.23,10.28,116.53,0.17,47.68,55.22,16.0,5.0,11.0,5.0,146.19,171.64,2082.82,13.3,108.3,0.13,45.3,46.1
5,170.4,204.64,2349.85,12.29,117.9,0.08,53.41,66.88,17.0,5.0,11.0,5.0,153.36,182.96,2136.23,10.28,116.53,0.17,47.68,55.22
5,188.46,225.95,2510.07,14.31,112.41,0.04,54.36,72.96,18.0,5.0,11.0,5.0,170.4,204.64,2349.85,12.29,117.9,0.08,53.41,66.88
5,193.13,230.15,2429.96,13.3,93.22,0.04,37.19,56.24,19.0,5.0,11.0,5.0,188.46,225.95,2510.07,14.31,112.41,0.04,54.36,72.96
5,188.71,224.8,2269.74,10.73,75.4,0.06,25.99,45.6,20.0,5.0,11.0,5.0,193.13,230.15,2429.96,13.3,93.22,0.04,37.19,56.24
5,178.51,212.31,1976.01,7.82,59.63,0.12,20.5,40.53,21.0,5.0,11.0,5.0,188.71,224.8,2269.74,10.73,75.4,0.06,25.99,45.6
5,164.71,195.81,1615.52,5.03,45.24,0.32,16.93,37.49,22.0,5.0,11.0,5.0,178.51,212.31,1976.01,7.82,59.63,0.12,20.5,40.53
5,152.23,179.47,1335.14,3.16,34.62,0.74,12.87,30.4,23.0,5.0,11.0,5.0,164.71,195.81,1615.52,5.03,45.24,0.32,16.93,37.49
5,145.72,169.11,1161.58,2.6,28.45,1.21,10.61,25.08,0.0,6.0,11.0,5.0,152.23,179.47,1335.14,3.16,34.62,0.74,12.87,30.4
5,144.55,165.47,1134.87,4.69,26.39,0.96,11.21,23.81,1.0,6.0,11.0,5.0,145.72,169.11,1161.58,2.6,28.45,1.21,10.61,25.08
5,154.13,176.55,1335.14,14.53,27.76,0.25,15.5,26.85,2.0,6.0,11.0,5.0,144.55,165.47,1134.87,4.69,26.39,0.96,11.21,23.81
5,166.74,191.82,1628.88,31.29,29.82,1.63,20.27,30.4,3.0,6.0,11.0,5.0,154.13,176.55,1335.14,14.53,27.76,0.25,15.5,26.85
5,167.31,190.24,1655.58,29.06,37.01,8.76,23.6,28.63,4.0,6.0,11.0,5.0,166.74,191.82,1628.88,31.29,29.82,1.63,20.27,30.4
5,150.37,166.84,1321.79,11.51,35.99,41.13,22.89,20.27,5.0,6.0,11.0,5.0,167.31,190.24,1655.58,29.06,37.01,8.76,23.6,28.63
5,129.75,140.62,894.55,3.44,19.71,98.71,20.03,14.31,6.0,6.0,11.0,5.0,150.37,166.84,1321.79,11.51,35.99,41.13,22.89,20.27
4,65.6,70.02,494.0,0.39,4.76,113.01,8.82,4.5,7.0,6.0,11.0,5.0,129.75,140.62,894.55,3.44,19.71,98.71,20.03,14.31
2,14.89,18.72,347.14,0.64,12.68,25.75,7.63,1.55,8.0,3.0,8.0,4.0,65.6,70.02,494.0,0.39,4.76,113.01,8.82,4.5
2,15.44,18.45,367.16,0.75,16.45,20.21,9.06,1.22,9.0,3.0,8.0,2.0,14.89,18.72,347.14,0.64,12.68,25.75,7.63,1.55
2,17.31,19.81,413.89,1.08,22.28,12.7,11.32,1.23,10.0,3.0,8.0,2.0,15.44,18.45,367.16,0.75,16.45,20.21,9.06,1.22
2,16.0,18.49,460.62,2.29,25.7,6.79,12.76,1.73,11.0,3.0,8.0,2.0,17.31,19.81,413.89,1.08,22.28,12.7,11.32,1.23
2,11.95,14.64,433.92,1.62,23.31,8.31,11.32,2.12,12.0,3.0,8.0,2.0,16.0,18.49,460.62,2.29,25.7,6.79,12.76,1.73
1,9.43,13.34,393.87,0.58,19.71,11.8,9.89,2.63,13.0,3.0,8.0,2.0,11.95,14.64,433.92,1.62,23.31,8.31,11.32,2.12
1,9.77,15.91,383.85,0.28,17.65,12.16,10.01,3.29,14.0,3.0,8.0,1.0,9.43,13.34,393.87,0.58,19.71,11.8,9.89,2.63
2,10.45,18.21,380.52,0.28,16.11,11.62,9.66,3.39,15.0,3.0,8.0,1.0,9.77,15.91,383.85,0.28,17.65,12.16,10.01,3.29
2,11.46,20.14,390.53,0.37,15.42,9.92,9.42,3.51,16.0,3.0,8.0,2.0,10.45,18.21,380.52,0.28,16.11,11.62,9.66,3.39
2,11.97,21.03,393.87,0.59,15.42,7.15,8.82,3.39,17.0,3.0,8.0,2.0,11.46,20.14,390.53,0.37,15.42,9.92,9.42,3.51
2,11.72,20.13,367.16,0.84,15.59,4.78,7.87,2.91,18.0,3.0,8.0,2.0,11.97,21.03,393.87,0.59,15.42,7.15,8.82,3.39
2,11.75,18.53,333.79,0.8,15.08,3.71,7.27,2.5,19.0,3.0,8.0,2.0,11.72,20.13,367.16,0.84,15.59,4.78,7.87,2.91
2,13.28,18.97,323.77,0.64,14.74,3.44,7.27,2.41,20.0,3.0,8.0,2.0,11.75,18.53,333.79,0.8,15.08,3.71,7.27,2.5
2,15.15,20.26,320.43,0.59,14.74,3.26,7.39,2.41,21.0,3.0,8.0,2.0,13.28,18.97,323.77,0.64,14.74,3.44,7.27,2.41
2,16.62,21.52,323.77,0.66,15.42,2.82,7.21,2.53,22.0,3.0,8.0,2.0,15.15,20.26,320.43,0.59,14.74,3.26,7.39,2.41
2,17.33,22.14,340.46,0.95,15.42,2.08,6.85,2.91,23.0,3.0,8.0,2.0,16.62,21.52,323.77,0.66,15.42,2.82,7.21,2.53
2,17.63,22.58,370.5,1.82,15.25,1.21,7.21,3.48,0.0,4.0,8.0,2.0,17.33,22.14,340.46,0.95,15.42,2.08,6.85,2.91
2,19.05,25.04,447.27,4.69,14.91,0.41,8.46,4.43,1.0,4.0,8.0,2.0,17.63,22.58,370.5,1.82,15.25,1.21,7.21,3.48
2,20.02,27.6,540.73,10.17,14.57,0.54,9.18,5.13,2.0,4.0,8.0,2.0,19.05,25.04,447.27,4.69,14.91,0.41,8.46,4.43
2,16.13,23.62,520.71,11.96,12.85,3.49,8.58,4.75,3.0,4.0,8.0,2.0,20.02,27.6,540.73,10.17,14.57,0.54,9.18,5.13
2,10.1,15.22,390.53,4.3,12.17,7.78,7.57,3.45,4.0,4.0,8.0,2.0,16.13,23.62,520.71,11.96,12.85,3.49,8.58,4.75
1,7.78,11.99,353.81,2.26,9.85,12.16,7.09,3.26,5.0,4.0,8.0,2.0,10.1,15.22,390.53,4.3,12.17,7.78,7.57,3.45
1,6.02,9.36,327.11,1.48,7.54,18.24,6.38,2.79,6.0,4.0,8.0,1.0,7.78,11.99,353.81,2.26,9.85,12.16,7.09,3.26
1,4.38,6.6,303.75,0.83,5.31,25.75,4.59,1.88,7.0,4.0,8.0,1.0,6.02,9.36,327.11,1.48,7.54,18.24,6.38,2.79
3,14.58,16.68,420.57,0.71,4.84,104.43,8.58,4.02,8.0,4.0,11.0,1.0,4.38,6.6,303.75,0.83,5.31,25.75,4.59,1.88
3,14.0,15.84,420.57,0.7,5.23,107.29,8.7,3.93,9.0,4.0,11.0,3.0,14.58,16.68,420.57,0.71,4.84,104.43,8.58,4.02
2,22.53,26.68,647.54,2.91,19.02,89.41,13.11,7.66,10.0,4.0,11.0,3.0,14.0,15.84,420.57,0.7,5.23,107.29,8.7,3.93
3,38.69,46.99,1081.47,6.2,46.61,62.94,20.74,15.2,11.0,4.0,11.0,2.0,22.53,26.68,647.54,2.91,19.02,89.41,13.11,7.66
4,52.88,65.58,1535.42,7.38,86.37,26.46,29.33,24.57,12.0,4.0,11.0,3.0,38.69,46.99,1081.47,6.2,46.61,62.94,20.74,15.2
4,63.61,80.96,1869.2,11.51,108.3,1.04,37.67,35.46,13.0,4.0,11.0,4.0,52.88,65.58,1535.42,7.38,86.37,26.46,29.33,24.57
5,81.16,105.5,2189.64,22.35,104.19,0.02,46.73,47.12,14.0,4.0,11.0,4.0,63.61,80.96,1869.2,11.51,108.3,1.04,37.67,35.46
5,102.06,133.63,2483.37,29.95,105.56,0.0,55.31,59.78,15.0,4.0,11.0,5.0,81.16,105.5,2189.64,22.35,104.19,0.02,46.73,47.12
5,123.27,160.89,2750.4,35.76,102.82,0.0,61.99,69.92,16.0,4.0,11.0,5.0,102.06,133.63,2483.37,29.95,105.56,0.0,55.31,59.78
5,132.26,172.25,2777.1,36.21,81.57,0.0,56.74,65.86,17.0,4.0,11.0,5.0,123.27,160.89,2750.4,35.76,102.82,0.0,61.99,69.92
5,107.87,142.88,2243.04,25.93,57.58,0.01,35.29,46.1,18.0,4.0,11.0,5.0,132.26,172.25,2777.1,36.21,81.57,0.0,56.74,65.86
4,68.84,92.18,1508.71,9.28,43.87,0.7,16.45,26.6,19.0,4.0,11.0,5.0,107.87,142.88,2243.04,25.93,57.58,0.01,35.29,46.1
3,44.66,57.91,1054.76,0.39,32.9,11.44,10.49,18.49,20.0,4.0,11.0,4.0,68.84,92.18,1508.71,9.28,43.87,0.7,16.45,26.6
3,32.48,40.56,834.47,0.0,21.76,28.97,9.06,15.33,21.0,4.0,11.0,3.0,44.66,57.91,1054.76,0.39,32.9,11.44,10.49,18.49
2,19.39,24.78,614.17,0.0,13.37,42.92,7.75,11.53,22.0,4.0,11.0,3.0,32.48,40.56,834.47,0.0,21.76,28.97,9.06,15.33
2,14.06,18.01,527.38,0.0,9.51,47.21,6.97,7.35,23.0,4.0,11.0,2.0,19.39,24.78,614.17,0.0,13.37,42.92,7.75,11.53
2,11.77,14.92,500.68,0.0,8.31,49.35,7.09,4.88,0.0,5.0,11.0,2.0,14.06,18.01,527.38,0.0,9.51,47.21,6.97,7.35
2,10.78,13.67,507.35,0.0,9.34,47.92,7.75,4.02,1.0,5.0,11.0,2.0,11.77,14.92,500.68,0.0,8.31,49.35,7.09,4.88
2,11.76,15.06,560.76,0.03,13.54,41.13,9.3,4.62,2.0,5.0,11.0,2.0,10.78,13.67,507.35,0.0,9.34,47.92,7.75,4.02
2,12.23,15.71,600.81,0.68,16.28,35.41,10.85,5.26,3.0,5.0,11.0,2.0,11.76,15.06,560.76,0.03,13.54,41.13,9.3,4.62
2,10.17,12.84,560.76,1.52,13.02,38.62,10.61,5.13,4.0,5.0,11.0,2.0,12.23,15.71,600.81,0.68,16.28,35.41,10.85,5.26
1,8.89,10.9,520.71,1.96,9.68,48.64,9.89,4.81,5.0,5.0,11.0,2.0,10.17,12.84,560.76,1.52,13.02,38.62,10.61,5.13
2,9.45,11.07,487.33,1.52,7.11,68.66,9.18,4.5,6.0,5.0,11.0,1.0,8.89,10.9,520.71,1.96,9.68,48.64,9.89,4.81
2,8.24,9.32,433.92,0.71,4.07,85.12,6.08,3.2,7.0,5.0,11.0,2.0,9.45,11.07,487.33,1.52,7.11,68.66,9.18,4.5
3,16.43,20.6,377.18,0.34,3.47,111.58,6.56,4.56,8.0,1.0,4.0,2.0,8.24,9.32,433.92,0.71,4.07,85.12,6.08,3.2
3,17.02,21.25,380.52,0.33,3.81,111.58,6.79,4.5,9.0,1.0,4.0,3.0,16.43,20.6,377.18,0.34,3.47,111.58,6.56,4.56
3,17.47,21.8,377.18,0.31,4.2,111.58,6.79,4.43,10.0,1.0,4.0,3.0,17.02,21.25,380.52,0.33,3.81,111.58,6.79,4.5
3,17.69,22.19,377.18,0.28,4.63,110.15,6.32,4.5,11.0,1.0,4.0,3.0,17.47,21.8,377.18,0.31,4.2,111.58,6.79,4.43
3,17.25,21.84,377.18,0.19,5.14,104.43,5.54,4.5,12.0,1.0,4.0,3.0,17.69,22.19,377.18,0.28,4.63,110.15,6.32,4.5
2,19.75,26.2,480.65,0.11,13.88,82.97,7.21,6.9,13.0,1.0,4.0,3.0,17.25,21.84,377.18,0.19,5.14,104.43,5.54,4.5
2,22.97,32.76,594.14,0.0,19.88,62.23,8.82,10.01,14.0,1.0,4.0,2.0,19.75,26.2,480.65,0.11,13.88,82.97,7.21,6.9
3,31.04,45.13,640.87,0.0,19.88,62.94,10.61,12.29,15.0,1.0,4.0,2.0,22.97,32.76,594.14,0.0,19.88,62.23,8.82,10.01
4,53.51,74.08,814.44,0.0,25.02,66.52,17.17,16.09,16.0,1.0,4.0,3.0,31.04,45.13,640.87,0.0,19.88,62.94,10.61,12.29
5,75.42,103.18,1014.71,0.0,32.22,54.36,21.7,19.76,17.0,1.0,4.0,4.0,53.51,74.08,814.44,0.0,25.02,66.52,17.17,16.09
5,87.48,119.71,1041.41,0.0,34.27,44.35,20.74,20.52,18.0,1.0,4.0,5.0,75.42,103.18,1014.71,0.0,32.22,54.36,21.7,19.76
5,94.3,126.95,934.6,0.0,29.82,43.99,18.12,19.76,19.0,1.0,4.0,5.0,87.48,119.71,1041.41,0.0,34.27,44.35,20.74,20.52
5,101.65,134.05,907.9,0.0,24.68,43.63,18.12,20.01,20.0,1.0,4.0,5.0,94.3,126.95,934.6,0.0,29.82,43.99,18.12,19.76
5,108.08,140.62,947.95,0.0,23.65,38.27,18.84,21.28,21.0,1.0,4.0,5.0,101.65,134.05,907.9,0.0,24.68,43.63,18.12,20.01
5,113.62,146.1,974.66,0.0,22.96,32.9,19.07,22.8,22.0,1.0,4.0,5.0,108.08,140.62,947.95,0.0,23.65,38.27,18.84,21.28
5,119.07,150.68,961.3,0.0,20.91,31.83,18.12,23.31,23.0,1.0,4.0,5.0,113.62,146.1,974.66,0.0,22.96,32.9,19.07,22.8
5,126.38,156.44,947.95,0.0,20.05,31.47,17.17,23.05,0.0,2.0,4.0,5.0,119.07,150.68,961.3,0.0,20.91,31.83,18.12,23.31
5,137.35,167.49,1054.76,0.04,27.08,25.75,18.36,22.8,1.0,2.0,4.0,5.0,126.38,156.44,947.95,0.0,20.05,31.47,17.17,23.05
5,152.01,186.18,1361.85,2.4,42.16,13.05,22.41,22.55,2.0,2.0,4.0,5.0,137.35,167.49,1054.76,0.04,27.08,25.75,18.36,22.8
5,158.76,195.44,1548.77,9.28,47.3,25.39,24.56,20.52,3.0,2.0,4.0,5.0,152.01,186.18,1361.85,2.4,42.16,13.05,22.41,22.55
5,130.31,155.43,934.6,2.07,26.05,125.89,34.33,11.02,4.0,2.0,4.0,5.0,158.76,195.44,1548.77,9.28,47.3,25.39,24.56,20.52
5,120.07,141.56,921.25,1.47,22.62,167.37,40.05,11.15,5.0,2.0,4.0,5.0,130.31,155.43,934.6,2.07,26.05,125.89,34.33,11.02
5,93.98,109.57,847.82,0.85,16.96,188.83,37.67,10.51,6.0,2.0,4.0,5.0,120.07,141.56,921.25,1.47,22.62,167.37,40.05,11.15
4,43.64,51.53,540.73,0.37,7.63,151.63,18.12,6.59,7.0,2.0,4.0,5.0,93.98,109.57,847.82,0.85,16.96,188.83,37.67,10.51
4,67.69,87.95,397.21,0.57,5.18,160.22,13.95,3.01,8.0,0.0,10.0,4.0,43.64,51.53,540.73,0.37,7.63,151.63,18.12,6.59
4,65.81,84.7,393.87,0.61,5.83,163.08,14.19,3.23,9.0,0.0,10.0,4.0,67.69,87.95,397.21,0.57,5.18,160.22,13.95,3.01
4,68.44,87.74,460.62,1.06,10.8,155.93,14.42,4.75,10.0,0.0,10.0,4.0,65.81,84.7,393.87,0.61,5.83,163.08,14.19,3.23
4,67.27,88.22,520.71,1.42,17.14,125.89,11.8,6.14,11.0,0.0,10.0,4.0,68.44,87.74,460.62,1.06,10.8,155.93,14.42,4.75
4,62.43,84.61,534.06,0.96,22.28,84.4,8.7,6.52,12.0,0.0,10.0,4.0,67.27,88.22,520.71,1.42,17.14,125.89,11.8,6.14
4,68.1,91.62,600.81,0.07,27.08,55.79,8.58,7.79,13.0,0.0,10.0,4.0,62.43,84.61,534.06,0.96,22.28,84.4,8.7,6.52
5,80.06,106.37,700.95,0.0,28.45,43.27,9.66,10.13,14.0,0.0,10.0,4.0,68.1,91.62,600.81,0.07,27.08,55.79,8.58,7.79
5,90.05,119.02,741.0,0.0,26.73,42.56,9.78,11.02,15.0,0.0,10.0,5.0,80.06,106.37,700.95,0.0,28.45,43.27,9.66,10.13
5,107.58,141.49,974.66,0.16,34.62,23.6,11.56,12.79,16.0,0.0,10.0,5.0,90.05,119.02,741.0,0.0,26.73,42.56,9.78,11.02
5,124.27,164.73,1241.68,3.52,39.07,3.35,12.76,13.81,17.0,0.0,10.0,5.0,107.58,141.49,974.66,0.16,34.62,23.6,11.56,12.79
5,127.9,171.49,1268.39,11.18,32.22,0.16,11.68,13.81,18.0,0.0,10.0,5.0,124.27,164.73,1241.68,3.52,39.07,3.35,12.76,13.81
5,119.89,161.7,1108.17,12.63,26.39,0.08,10.25,15.83,19.0,0.0,10.0,5.0,127.9,171.49,1268.39,11.18,32.22,0.16,11.68,13.81
5,115.58,155.02,1001.36,11.29,23.99,0.07,11.92,21.79,20.0,0.0,10.0,5.0,119.89,161.7,1108.17,12.63,26.39,0.08,10.25,15.83
5,113.79,151.72,974.66,10.95,22.96,0.05,14.9,29.89,21.0,0.0,10.0,5.0,115.58,155.02,1001.36,11.29,23.99,0.07,11.92,21.79
5,106.89,142.67,921.25,9.83,22.62,0.08,16.45,38.0,22.0,0.0,10.0,5.0,113.79,151.72,974.66,10.95,22.96,0.05,14.9,29.89
5,100.09,134.03,867.84,8.61,22.28,0.12,17.64,44.58,23.0,0.0,10.0,5.0,106.89,142.67,921.25,9.83,22.62,0.08,16.45,38.0
5,99.03,131.84,894.55,9.83,22.62,0.1,20.03,51.68,0.0,1.0,10.0,5.0,100.09,134.03,867.84,8.61,22.28,0.12,17.64,44.58
5,107.9,142.79,1121.52,18.55,24.33,0.02,26.23,61.81,1.0,1.0,10.0,5.0,99.03,131.84,894.55,9.83,22.62,0.1,20.03,51.68
5,127.51,168.84,1642.23,44.26,25.36,0.55,33.86,65.86,2.0,1.0,10.0,5.0,107.9,142.79,1121.52,18.55,24.33,0.02,26.23,61.81
5,134.75,179.48,2082.82,72.42,24.33,2.64,25.75,34.96,3.0,1.0,10.0,5.0,127.51,168.84,1642.23,44.26,25.36,0.55,33.86,65.86
4,68.88,91.43,1001.36,12.85,34.62,45.42,19.55,11.4,4.0,1.0,10.0,5.0,134.75,179.48,2082.82,72.42,24.33,2.64,25.75,34.96
4,70.18,91.31,921.25,7.15,29.13,88.69,23.37,11.65,5.0,1.0,10.0,4.0,68.88,91.43,1001.36,12.85,34.62,45.42,19.55,11.4
5,79.46,100.37,774.38,2.6,17.65,151.63,24.08,10.77,6.0,1.0,10.0,4.0,70.18,91.31,921.25,7.15,29.13,88.69,23.37,11.65
4,52.6,66.38,343.8,0.49,3.86,148.77,15.02,2.53,7.0,1.0,10.0,5.0,79.46,100.37,774.38,2.6,17.65,151.63,24.08,10.77
1,2.26,3.14,216.96,0.24,3.38,37.19,2.86,0.89,8.0,5.0,7.0,4.0,52.6,66.38,343.8,0.49,3.86,148.77,15.02,2.53
1,2.2,3.06,216.96,0.18,3.51,36.84,2.74,0.89,9.0,5.0,7.0,1.0,2.26,3.14,216.96,0.24,3.38,37.19,2.86,0.89
1,2.1,2.95,216.96,0.12,3.51,35.41,2.38,0.89,10.0,5.0,7.0,1.0,2.2,3.06,216.96,0.18,3.51,36.84,2.74,0.89
1,1.76,2.58,220.3,0.13,3.77,34.69,2.18,0.89,11.0,5.0,7.0,1.0,2.1,2.95,216.96,0.12,3.51,35.41,2.38,0.89
1,1.67,2.5,223.64,0.13,4.37,34.33,2.24,0.91,12.0,5.0,7.0,1.0,1.76,2.58,220.3,0.13,3.77,34.69,2.18,0.89
1,1.9,2.94,226.97,0.07,4.97,33.97,2.5,1.04,13.0,5.0,7.0,1.0,1.67,2.5,223.64,0.13,4.37,34.33,2.24,0.91
1,2.38,3.74,233.65,0.01,5.23,32.9,2.95,1.22,14.0,5.0,7.0,1.0,1.9,2.94,226.97,0.07,4.97,33.97,2.5,1.04
1,2.85,4.43,236.99,0.01,5.27,31.83,3.25,1.33,15.0,5.0,7.0,1.0,2.38,3.74,233.65,0.01,5.23,32.9,2.95,1.22
1,3.39,5.16,247.0,0.01,5.91,29.68,3.93,1.55,16.0,5.0,7.0,1.0,2.85,4.43,236.99,0.01,5.27,31.83,3.25,1.33
1,3.57,5.36,250.34,0.01,6.43,27.54,4.29,1.66,17.0,5.0,7.0,1.0,3.39,5.16,247.0,0.01,5.91,29.68,3.93,1.55
1,3.22,4.68,240.33,0.01,6.43,26.46,4.23,1.57,18.0,5.0,7.0,1.0,3.57,5.36,250.34,0.01,6.43,27.54,4.29,1.66
1,2.79,3.85,226.97,0.01,5.74,26.46,3.93,1.39,19.0,5.0,7.0,1.0,3.22,4.68,240.33,0.01,6.43,26.46,4.23,1.57
1,2.87,3.85,223.64,0.01,5.1,26.82,3.93,1.38,20.0,5.0,7.0,1.0,2.79,3.85,226.97,0.01,5.74,26.46,3.93,1.39
1,2.85,3.8,223.64,0.01,4.84,26.46,3.93,1.39,21.0,5.0,7.0,1.0,2.87,3.85,223.64,0.01,5.1,26.82,3.93,1.38
1,2.67,3.59,223.64,0.01,4.58,26.11,3.81,1.38,22.0,5.0,7.0,1.0,2.85,3.8,223.64,0.01,4.84,26.46,3.93,1.39
1,2.6,3.51,223.64,0.01,4.58,25.75,3.81,1.39,23.0,5.0,7.0,1.0,2.67,3.59,223.64,0.01,4.58,26.11,3.81,1.38
1,2.76,3.75,226.97,0.01,4.93,24.68,3.93,1.47,0.0,6.0,7.0,1.0,2.6,3.51,223.64,0.01,4.58,25.75,3.81,1.39
1,3.21,4.38,247.0,0.03,6.25,23.25,4.29,1.55,1.0,6.0,7.0,1.0,2.76,3.75,226.97,0.01,4.93,24.68,3.93,1.47
1,3.67,5.18,270.37,0.09,8.14,21.1,4.53,1.66,2.0,6.0,7.0,1.0,3.21,4.38,247.0,0.03,6.25,23.25,4.29,1.55
1,3.48,4.99,270.37,0.18,8.57,20.56,4.41,1.52,3.0,6.0,7.0,1.0,3.67,5.18,270.37,0.09,8.14,21.1,4.53,1.66
1,3.3,4.68,253.68,0.21,6.85,22.89,3.99,1.36,4.0,6.0,7.0,1.0,3.48,4.99,270.37,0.18,8.57,20.56,4.41,1.52
1,3.9,5.41,247.0,0.35,5.83,23.96,4.11,1.39,5.0,6.0,7.0,1.0,3.3,4.68,253.68,0.21,6.85,22.89,3.99,1.36
1,4.03,5.54,243.66,0.52,5.14,25.75,4.05,1.38,6.0,6.0,7.0,1.0,3.9,5.41,247.0,0.35,5.83,23.96,4.11,1.39
1,3.93,5.39,243.66,0.39,5.23,26.46,3.81,1.35,7.0,6.0,7.0,1.0,4.03,5.54,243.66,0.52,5.14,25.75,4.05,1.38
2,7.64,11.57,223.64,0.45,2.44,97.27,3.52,1.27,8.0,2.0,9.0,1.0,3.93,5.39,243.66,0.39,5.23,26.46,3.81,1.35
3,10.83,14.64,236.99,0.47,2.96,101.57,4.89,1.19,9.0,2.0,9.0,2.0,7.64,11.57,223.64,0.45,2.44,97.27,3.52,1.27
3,18.63,22.48,270.37,0.64,4.54,101.57,7.39,1.39,10.0,2.0,9.0,3.0,10.83,14.64,236.99,0.47,2.96,101.57,4.89,1.19
3,32.08,36.26,333.79,0.82,7.63,103.0,9.66,1.84,11.0,2.0,9.0,3.0,18.63,22.48,270.37,0.64,4.54,101.57,7.39,1.39
3,40.35,44.74,383.85,0.63,11.48,98.71,10.73,2.25,12.0,2.0,9.0,3.0,32.08,36.26,333.79,0.82,7.63,103.0,9.66,1.84
3,35.61,40.65,403.88,0.11,14.57,82.25,10.61,3.01,13.0,2.0,9.0,3.0,40.35,44.74,383.85,0.63,11.48,98.71,10.73,2.25
3,26.22,32.66,393.87,0.0,14.39,62.23,9.54,3.77,14.0,2.0,9.0,3.0,35.61,40.65,403.88,0.11,14.57,82.25,10.61,3.01
2,18.46,25.79,370.5,0.0,12.51,48.64,8.23,3.74,15.0,2.0,9.0,3.0,26.22,32.66,393.87,0.0,14.39,62.23,9.54,3.77
2,15.14,22.71,373.84,0.0,12.0,40.77,8.46,3.67,16.0,2.0,9.0,2.0,18.46,25.79,370.5,0.0,12.51,48.64,8.23,3.74
2,13.51,21.06,377.18,0.01,12.0,33.97,8.23,3.64,17.0,2.0,9.0,2.0,15.14,22.71,373.84,0.0,12.0,40.77,8.46,3.67
2,11.22,18.12,347.14,0.01,11.31,29.33,7.21,3.23,18.0,2.0,9.0,2.0,13.51,21.06,377.18,0.01,12.0,33.97,8.23,3.64
1,8.81,14.51,303.75,0.01,9.34,27.18,6.2,2.88,19.0,2.0,9.0,2.0,11.22,18.12,347.14,0.01,11.31,29.33,7.21,3.23
1,8.57,13.69,293.73,0.01,8.57,24.68,6.56,3.07,20.0,2.0,9.0,1.0,8.81,14.51,303.75,0.01,9.34,27.18,6.2,2.88
1,9.58,14.58,297.07,0.02,9.25,21.99,7.57,3.36,21.0,2.0,9.0,1.0,8.57,13.69,293.73,0.01,8.57,24.68,6.56,3.07
2,11.09,16.23,303.75,0.04,10.11,18.78,7.75,3.64,22.0,2.0,9.0,1.0,9.58,14.58,297.07,0.02,9.25,21.99,7.57,3.36
2,13.05,18.6,323.77,0.1,11.31,14.31,7.45,4.12,23.0,2.0,9.0,2.0,11.09,16.23,303.75,0.04,10.11,18.78,7.75,3.64
2,15.73,21.47,357.15,0.38,14.05,9.12,7.87,4.62,0.0,3.0,9.0,2.0,13.05,18.6,323.77,0.1,11.31,14.31,7.45,4.12
2,21.48,28.37,467.3,2.6,18.34,3.13,9.89,5.32,1.0,3.0,9.0,2.0,15.73,21.47,357.15,0.38,14.05,9.12,7.87,4.62
3,28.65,38.57,654.22,10.84,19.36,1.39,12.52,6.02,2.0,3.0,9.0,2.0,21.48,28.37,467.3,2.6,18.34,3.13,9.89,5.32
3,28.07,39.4,687.6,17.88,16.11,6.62,13.47,5.76,3.0,3.0,9.0,3.0,28.65,38.57,654.22,10.84,19.36,1.39,12.52,6.02
2,19.78,28.17,527.38,10.84,14.39,20.21,14.9,4.75,4.0,3.0,9.0,3.0,28.07,39.4,687.6,17.88,16.11,6.62,13.47,5.76
2,19.0,27.23,480.65,7.49,13.71,37.19,16.21,5.19,5.0,3.0,9.0,2.0,19.78,28.17,527.38,10.84,14.39,20.21,14.9,4.75
2,21.12,29.42,427.25,4.14,12.17,67.95,16.21,5.19,6.0,3.0,9.0,2.0,19.0,27.23,480.65,7.49,13.71,37.19,16.21,5.19
2,14.41,19.87,293.73,1.19,5.44,90.12,8.7,3.07,7.0,3.0,9.0,2.0,21.12,29.42,427.25,4.14,12.17,67.95,16.21,5.19
4,41.65,57.35,367.16,0.42,3.68,148.77,13.35,2.41,8.0,1.0,3.0,2.0,14.41,19.87,293.73,1.19,5.44,90.12,8.7,3.07
3,35.45,50.18,337.12,0.37,3.13,137.33,8.7,2.28,9.0,1.0,3.0,4.0,41.65,57.35,367.16,0.42,3.68,148.77,13.35,2.41
3,31.27,44.29,323.77,0.31,2.74,127.32,6.44,2.22,10.0,1.0,3.0,3.0,35.45,50.18,337.12,0.37,3.13,137.33,8.7,2.28
3,31.24,42.93,330.45,0.29,3.26,131.61,7.75,2.12,11.0,1.0,3.0,3.0,31.27,44.29,323.77,0.31,2.74,127.32,6.44,2.22
4,36.71,50.01,350.48,0.21,4.63,151.63,11.21,2.06,12.0,1.0,3.0,3.0,31.24,42.93,330.45,0.29,3.26,131.61,7.75,2.12
4,48.57,65.31,407.22,0.06,9.17,167.37,19.79,3.04,13.0,1.0,3.0,4.0,36.71,50.01,350.48,0.21,4.63,151.63,11.21,2.06
4,50.97,70.43,447.27,0.0,13.19,147.34,27.18,4.37,14.0,1.0,3.0,4.0,48.57,65.31,407.22,0.06,9.17,167.37,19.79,3.04
